scenario,gridiv,time,QH,QE,QN,QS,T2,after_spinup,hour,name,type,paved,bldgs,green_fraction,green_blue_fraction,impervious_fraction
present,5,2024-03-25 15:00:00,165.47446566821674,13.945763557197637,383.48478555117117,204.06455632575683,33.74848824472743,True,15,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-25 16:00:00,117.62206366374254,11.954995017005821,246.31811895578304,116.74106027503471,32.18351735258403,True,16,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-25 17:00:00,67.6530249413405,8.361981061489194,99.80562164664234,23.790615643812632,31.300629047387478,True,17,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-25 18:00:00,36.57002099785059,5.703750569317184,13.12294459934835,-29.150826967819427,30.66467801330354,True,18,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-25 19:00:00,25.78316966735252,6.257246517516605,-8.183613023560929,-40.22402920843005,30.00971739411446,True,19,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-25 20:00:00,22.67941971761496,8.020875463969203,-8.596502698623686,-39.29679788020785,29.604928479176664,True,20,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-25 21:00:00,21.684666218807877,8.93419928758027,-7.784822403174155,-38.4036879095623,29.479234305657283,True,21,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-25 22:00:00,21.680788047567265,9.233459943294003,-6.520916255176048,-37.43516424603732,29.30544135119797,True,22,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-25 23:00:00,20.967607693995884,10.382800848529723,-5.080743909712132,-36.43115245223774,29.085180548658006,True,23,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 00:00:00,19.774597508940037,11.807888763903184,-4.510844561260657,-36.09333083410388,28.9206660278704,True,0,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 01:00:00,19.819482730521297,11.782285014135644,-4.695558568109415,-36.29732631276636,28.750317649992173,True,1,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 02:00:00,19.90608912373118,11.622104518163374,-5.077265812053701,-36.60545945394826,28.489755773271586,True,2,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 03:00:00,18.056295268524213,13.445688767987605,-5.161106349343415,-36.663090385855234,28.012602348010248,True,3,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 04:00:00,15.7463190253876,15.955046344968657,-4.475348994683452,-36.17671436503971,27.587329255750493,True,4,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 05:00:00,15.596675120395041,17.674865417998454,0.6291216346566196,-32.642418903736875,27.38433238408811,True,5,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 06:00:00,24.194712690251688,20.974816317980384,38.01660161075979,-7.152927397472275,27.688122563900993,True,6,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 07:00:00,52.696157131466,28.732839531677154,141.76051111826547,60.33151445512232,28.891003715097852,True,7,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 08:00:00,99.4575861840106,37.79775788364054,295.3314734686912,158.07612940104008,30.481086882521854,True,8,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 09:00:00,151.5285180816513,45.068112048523524,454.40545216479353,257.8088220346187,32.246500434888986,True,9,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 10:00:00,195.49793366795618,44.57429955776573,568.9519588694466,328.87972564372467,33.88080727174735,True,10,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 11:00:00,226.55916067424812,39.51616024620693,635.5399711035742,369.4646501831191,34.220603689079525,True,11,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 12:00:00,238.6270074033007,39.55362873482939,664.3246881308064,386.1440519926762,33.67683434775049,True,12,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 13:00:00,226.36596577975695,39.96815051936338,624.1147498198867,357.7806335207663,33.38958956618655,True,13,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 14:00:00,191.08347628773515,39.99998548675935,521.2795838470898,290.1961220725953,32.85735272858927,True,14,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 15:00:00,129.771306748002,49.64259275144363,377.9658550519285,198.55195555248284,31.755665835524933,True,15,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 16:00:00,73.84975123427044,50.32130429515724,223.10846513465913,98.93740960523145,30.831687741642995,True,16,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 17:00:00,39.56302785841359,36.17612301801091,89.37420715928634,13.63505628286184,30.434664163170066,True,17,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 18:00:00,20.556311385852094,21.918162157776468,10.140170096807042,-32.334303446821515,30.146028277503564,True,18,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 19:00:00,13.035714340530852,18.311510297146427,-10.069922815278051,-41.41714745295533,29.6777253565517,True,19,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 20:00:00,11.323609194248128,18.636949549448968,-10.535148492762845,-40.49570723645994,29.319018960518704,True,20,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 21:00:00,13.453879886831025,16.48982451550582,-9.555468439360395,-39.49917284169724,29.154306715641436,True,21,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 22:00:00,14.420544835660388,15.83322408370511,-8.258492636139538,-38.512261555505034,28.78397248804737,True,22,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-26 23:00:00,13.794550615499753,16.908452096472043,-6.8886940378975545,-37.59169674986935,28.32283130676556,True,23,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 00:00:00,16.18098269909658,14.864906268395707,-5.938117742560198,-36.98400671005249,28.109253251760038,True,0,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 01:00:00,19.266259846857107,11.944037347948536,-5.614887629063546,-36.825184823869186,28.011117875933525,True,1,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 02:00:00,20.285257959199814,10.978282816311733,-5.640208041264425,-36.903748816775966,27.834506642520452,True,2,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 03:00:00,19.156768457696856,12.205286250074558,-5.414189910795567,-36.776244618566984,27.612863808515215,True,3,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 04:00:00,16.21077091709442,15.293746570015598,-5.0112960265611255,-36.51581351367114,27.363314737475047,True,4,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 05:00:00,14.294238403485558,18.5705536472537,-0.6140460507939611,-33.47883810153322,27.175758868525723,True,5,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 06:00:00,21.85621751638877,22.460807322197642,35.395142691773614,-8.9218821468128,27.398200773992276,True,6,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 07:00:00,51.423486356979225,27.146228153246735,134.52835085558812,55.95863634536216,28.3703019059158,True,7,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 08:00:00,104.58103155409226,30.461125559679832,289.67630905762996,154.63415194385786,29.837234339284,True,8,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 09:00:00,161.25315578957148,32.13484067066353,446.8369581333186,253.44896167308363,31.44051943658219,True,9,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 10:00:00,204.00886676369566,32.27219256076473,559.4649236204041,323.1838642959437,33.04384585781022,True,10,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 11:00:00,228.4278610353126,31.026686070073158,618.1054136427929,358.6508665374072,34.100723457757276,True,11,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 12:00:00,237.52126049382102,28.465117098943256,631.8580034196493,365.87162582688507,34.31016894359547,True,12,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 13:00:00,222.00034455887518,29.95749771446367,584.830839631143,332.8729973578042,33.934923035179764,True,13,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 14:00:00,192.47563367711277,32.18593192344957,504.51894933452064,279.85738373395833,33.59049215021098,True,14,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 15:00:00,129.8777545650944,51.198465043684934,384.92755779204055,203.85133818326122,32.95949357470118,True,15,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 16:00:00,11.75037264393155,107.93118972442555,219.09879065077595,99.41722828241886,30.790577844404847,True,16,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 17:00:00,-14.073189045005476,81.68202370902027,80.8402956349502,13.231460970935409,29.42724808188565,True,17,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 18:00:00,4.149557141410816,34.52809808378172,7.08512003151704,-31.59253519367549,29.60932287748534,True,18,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 19:00:00,7.892942742020073,22.9024131722888,-9.573510370219116,-40.36886628452799,29.22438170838622,True,19,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 20:00:00,5.685161907480196,24.675892958428012,-8.446208512739467,-38.807263378647676,28.56182667377458,True,20,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 21:00:00,8.798830451343242,21.790051276841705,-7.314448596438709,-37.90333032462365,28.289149938780838,True,21,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 22:00:00,10.093775772411965,20.73126106453422,-6.692460084945886,-37.51749692189207,28.09735011228054,True,22,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-27 23:00:00,12.986165611034599,18.25205424913215,-5.545640145391908,-36.78386000555866,27.957834362994664,True,23,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 00:00:00,17.61124265824778,13.889997750779862,-4.897831343196031,-36.39907175222367,27.879834969048584,True,0,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 01:00:00,20.858858507218482,10.744086756082723,-4.705054318293188,-36.307999581594395,27.74793208436144,True,1,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 02:00:00,21.645288455303675,9.665754221106502,-5.726976981535414,-37.03801965794559,27.758347426568182,True,2,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 03:00:00,21.151602189380984,9.599248953045572,-7.623468321685752,-38.37431946411231,27.916858313606355,True,3,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 04:00:00,19.977827109171816,10.701222272660473,-7.660702151825505,-38.3397515336578,27.972848844776962,True,4,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 05:00:00,19.309595168861968,12.8926669479545,-2.4019135049708327,-34.6041756217873,28.020097163233988,True,5,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 06:00:00,22.295977267451732,22.485670748815213,37.19512406424965,-7.586523952017302,28.3402739833635,True,6,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 07:00:00,27.735531892252,50.97578649972982,135.8050681351012,57.09374974311936,28.763625424407326,True,7,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 08:00:00,50.86447447238376,72.50637311475896,259.089631414014,135.71878382687126,29.102841942419648,True,8,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 09:00:00,89.05830648518058,74.22871058893156,363.6199307986547,200.33291372454255,29.941464218493994,True,9,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 10:00:00,129.27343872102114,72.10083069314008,466.24633500781687,264.87206559365563,31.412717038746564,True,10,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 11:00:00,172.51410805675891,76.19935587381946,599.1343846736186,350.4209207430402,32.43667159137163,True,11,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 12:00:00,206.2798608344134,71.2359978903324,673.507239199806,395.9913804750602,32.731169174981105,True,12,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 13:00:00,213.81083079347158,53.56285280045555,626.0956674433485,358.7219838494213,32.7830089816724,True,13,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 14:00:00,85.49412940521488,141.4394345194544,511.11839764348946,284.18483371882013,31.66217437215869,True,14,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 15:00:00,24.67044085687684,150.16039810015357,362.49682750531633,187.6659885482859,30.686398890229054,True,15,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 16:00:00,47.03933715788485,71.58906118019692,209.22642595058744,90.59802761250569,30.456539299559697,True,16,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 17:00:00,41.49727116657319,28.049630084408566,81.38129012603046,11.834388875048708,30.30188468946868,True,17,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 18:00:00,14.614004887715462,25.828613893338595,9.768742010419533,-30.67387677063452,29.473664246925566,True,18,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 19:00:00,3.884415466813356,27.83291141028919,-6.902041811179559,-38.61936868828211,28.343949885577416,True,19,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 20:00:00,8.747468333071039,22.55526414305052,-5.982559417130115,-37.285291893251674,27.816249552955767,True,20,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 21:00:00,14.932174621907045,16.611972017617585,-4.813391013679838,-36.35753765320447,27.742754594812226,True,21,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 22:00:00,19.915555113742826,11.780974211879723,-4.455698349211663,-36.152227674834215,27.73790385801902,True,22,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-28 23:00:00,20.17182187349649,11.572429673868925,-4.3761149305276135,-36.12036647789303,27.71777999234037,True,23,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 00:00:00,16.56724283305219,15.21231967452053,-4.331341688648863,-36.11090419622158,27.564171087351117,True,0,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 01:00:00,15.036261174960394,16.85060725313905,-3.9997840832741267,-35.886652511373576,27.236423790187313,True,1,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 02:00:00,14.847811122768944,17.107044932348057,-3.79764591995465,-35.75250197507165,26.912076643366742,True,2,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 03:00:00,14.877719331132354,17.0291250336043,-4.01162787371405,-35.918472238450704,26.698658200605013,True,3,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 04:00:00,15.325441525062034,16.366288616996382,-4.750651638522841,-36.442381780581265,26.620059081396978,True,4,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 05:00:00,16.863737340589072,15.784403412264309,-1.6149381599507933,-34.26307891280417,26.68101126814444,True,5,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 06:00:00,24.166339479886037,18.726662096128678,31.182672260694705,-11.710329315320008,27.061637613378533,True,6,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 07:00:00,40.715940627159576,31.12531787404518,114.77435171073763,42.93309320953288,27.941660947899056,True,7,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 08:00:00,72.53054593613615,47.6667498503135,248.8458508804366,128.64855509398691,29.14114186003752,True,8,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 09:00:00,121.20438491141437,54.731304001469745,398.75832953462674,222.8226406217426,31.072539518595857,True,9,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 10:00:00,172.94486968287842,48.334099496925084,518.3545392085774,297.07557002877394,33.556931189616,True,10,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 11:00:00,209.36964864877282,47.910087480778294,615.9234730508134,358.64373692126236,34.71334708121306,True,11,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 12:00:00,209.96434600288606,55.306028134526265,630.148548556333,364.87817441892065,34.274623984604226,True,12,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 13:00:00,192.66110322069804,54.48892731252227,571.9005678457022,324.75053731248187,33.16690981806553,True,13,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 14:00:00,168.99352057490447,50.44419502466429,494.4682469689974,275.0305313694286,32.33197743089467,True,14,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 15:00:00,131.627769897569,41.424624800157744,362.1733961293733,189.1210014316466,31.48194341717017,True,15,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 16:00:00,93.1574542490928,26.037907093476463,213.06387657595494,93.86851523338566,31.004036009101316,True,16,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 17:00:00,56.47299884324405,14.797849541100605,84.79891931433973,13.528070929995069,30.72467677009459,True,17,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 18:00:00,29.305812588278567,11.400093153326564,7.887668896720566,-32.81823684488456,30.291161980120446,True,18,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 19:00:00,21.679529057426166,9.746111697290365,-11.289274947833839,-42.71491570255037,29.64256220414369,True,19,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 20:00:00,21.125365464860163,8.879211805926804,-11.532994418958582,-41.53757168974555,29.255190196572144,True,20,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 21:00:00,18.797471230349736,10.77440386142549,-10.988702885204551,-40.56057797697978,29.08580008945417,True,21,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 22:00:00,17.546908776741187,12.233474929314712,-9.736059410519806,-39.51644311657571,28.858352498245097,True,22,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-29 23:00:00,18.850149424093008,11.358669481779899,-8.207122781603019,-38.41594168747593,28.684615491229753,True,23,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 00:00:00,20.70895333960487,9.708904461017717,-7.679165932290285,-38.097023732912874,28.475582454120087,True,0,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 01:00:00,21.91895213750493,8.608783642191742,-7.630280383629575,-38.158016163326245,28.040921278320237,True,1,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 02:00:00,22.867244584609313,7.641479476024931,-7.784862016833422,-38.293586077467666,27.672720425955934,True,2,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 03:00:00,23.3374804388022,6.851489750977166,-8.879052060529597,-39.068022250308964,27.53092342677732,True,3,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 04:00:00,23.585168396073055,6.2779827623548465,-9.920420848644666,-39.783572007072564,27.61989751385964,True,4,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 05:00:00,25.122157714559787,6.176954309774923,-4.925075062167324,-36.224187086502035,27.896092727456715,True,5,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 06:00:00,37.165499947503484,8.758254962486603,41.10234680881927,-4.821408101170818,28.489035917770973,True,6,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 07:00:00,68.70839876818539,17.544537535219053,156.0012640844333,69.74832778102888,29.615830338931932,True,7,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 08:00:00,114.97561389764435,30.479343160350037,317.97023859046186,172.5152815324675,30.897588366304134,True,8,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 09:00:00,155.4171758689183,45.01822344014814,464.2251795437168,263.7897802346503,32.27082466923735,True,9,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 10:00:00,185.7656708318071,55.0441685998309,571.4319122383266,330.62207280668866,33.6858461842747,True,10,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 11:00:00,204.902846384468,57.69024809707371,627.6402751107863,365.0471806292447,33.727995989701135,True,11,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 12:00:00,205.77824800365863,59.76225265412029,627.0790864917407,361.5385858339618,33.0610040070255,True,12,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 13:00:00,176.5400699848467,71.03893970072546,572.3111988044665,324.7321891188943,32.43729061946808,True,13,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 14:00:00,122.69758878756943,93.70646728209904,484.451152371751,268.04709630208254,31.57858381996172,True,14,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 15:00:00,82.11105620339802,92.56398840177758,366.39132907867173,191.7162844734961,30.713927371742717,True,15,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 16:00:00,56.5812046354213,64.32679723570523,214.1865728723296,93.27857100120308,30.296753641554787,True,16,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 17:00:00,35.70696905230927,36.87309167613237,82.89941831370345,10.31935758526182,30.137771451040148,True,17,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 18:00:00,21.196765321077606,20.670315536849383,7.8241153242264625,-34.042965533700524,29.932941624789603,True,18,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 19:00:00,18.728520348664482,13.790146298788045,-12.109289911296612,-44.62795655874913,29.644350718266054,True,19,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 20:00:00,17.816919658892818,12.633418172744669,-12.525808161121505,-42.976145992758994,29.38024303592857,True,20,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 21:00:00,11.83192358350094,17.571737796607454,-12.274484992368537,-41.67814637247693,29.124289919677253,True,21,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 22:00:00,5.496395280161515,23.476733997907758,-12.293999928545384,-41.26712920661466,28.64977432139776,True,22,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-30 23:00:00,6.33989532710719,23.04024377316875,-10.62381378346702,-40.00395288374296,28.202076805231115,True,23,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-31 00:00:00,12.51921933289218,17.525612078594175,-8.608060145168938,-38.6528915566553,27.96072474941207,True,0,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-31 01:00:00,18.219615731095903,12.21962971711433,-7.652577809246839,-38.09182325745707,27.80338503049474,True,1,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-31 02:00:00,20.851089221241796,9.804777433993912,-7.130095258140339,-37.78596191337605,27.682978111395332,True,2,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-31 03:00:00,22.412910917284368,8.366835459559054,-6.882765945841128,-37.66251232268455,27.58838003846687,True,3,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-31 04:00:00,23.39659717068024,7.368790430040906,-7.051985753202687,-37.817373353923834,27.616035346297178,True,4,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-31 05:00:00,25.475422886393943,6.858738743820061,-1.9423113823430895,-34.2764730125571,27.864172983038163,True,5,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-31 06:00:00,38.40743162811924,9.250025926441827,46.163834986043064,-1.493622568518001,28.395484168429036,True,6,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
present,5,2024-03-31 07:00:00,74.22038795946509,16.430894480052043,169.28129781584775,78.6300153763306,29.426957556406236,True,7,Dhobi Lines,hotspot,0.68,0.17,0.05,0.07,0.8500000000000001
